manifold_e,manifold_nu,fitness,fit_e,fit_nu
m003,m003,1.341284,0.3201,0.3197
m003,m007,1.347687,0.3201,0.321
m003,m003,1.351163,0.3201,0.3194
m003,m004,1.356314,0.3201,0.3254
m003,m004,1.343481,0.3201,0.3192
m003,m009,1.355889,0.3201,0.3218
m003,m003,1.338742,0.3201,0.3204
m003,m003,1.347913,0.3201,0.3197
m003,m004,1.341517,0.3201,0.3224
m003,m004,1.351324,0.3201,0.3193
m003,m004,1.349235,0.3201,0.3201
m003,m003,1.338105,0.3201,0.3215
m003,m007,1.351756,0.3201,0.3233
m003,m007,1.331041,0.3201,0.3236
m003,m007,1.354059,0.3201,0.3212
m003,m006,1.345612,0.3201,0.3198
m003,m003,1.341858,0.3201,0.3204
m003,m006,1.355303,0.3201,0.3224
m003,m015,1.354292,0.3201,0.3208
m003,m007,1.347529,0.3201,0.3274
m003,m009,1.338149,0.3201,0.321
m003,m010,1.341146,0.3201,0.3199
m003,m009,1.330818,0.3201,0.327
m003,m011,1.33576,0.3201,0.3213
m003,m006,1.349926,0.3201,0.3206
m003,m007,1.352488,0.3201,0.3224
m003,m009,1.349799,0.3201,0.3237
m003,m016,1.355933,0.3201,0.3223
m003,m007,1.359592,0.3201,0.3259
m003,m006,1.341329,0.3201,0.3215
m003,m017,1.344863,0.3201,0.3198
m003,m006,1.348786,0.3201,0.3188
m003,m010,1.348561,0.3201,0.3193
m003,m011,1.342395,0.3201,0.3207
m003,m006,1.338728,0.3201,0.3213
m003,m006,1.346026,0.3201,0.3194
m003,m009,1.350565,0.3201,0.321
m003,m006,1.352684,0.3201,0.3226
m003,m006,1.339949,0.3201,0.321
m003,m017,1.347201,0.3201,0.3227
m003,m023,1.357377,0.3201,0.3228
m003,m007,1.350723,0.3201,0.3195
m003,m006,1.354456,0.3201,0.3206
m003,m036,1.336589,0.3201,0.3226
m003,m015,1.336787,0.3201,0.3215
m003,m016,1.348143,0.3201,0.3247
m003,m010,1.346547,0.3201,0.3201
m003,m019,1.358875,0.3201,0.3267
m003,m011,1.339616,0.3201,0.3204
m003,m010,1.335014,0.3201,0.323
m003,m007,1.347932,0.3201,0.3212
m003,m010,1.348917,0.3201,0.3204
m003,m016,1.338381,0.3201,0.3219
m003,m009,1.350585,0.3201,0.3218
m003,m009,1.336833,0.3201,0.322
m003,m007,1.335107,0.3201,0.3215
m003,m015,1.342793,0.3201,0.3223
m003,m010,1.353076,0.3201,0.3239
m003,m016,1.345643,0.3201,0.3223
m003,m003,1.336686,0.3197,0.3201
m003,m007,1.333319,0.3197,0.321
m003,m003,1.336854,0.3197,0.3194
m003,m004,1.342379,0.3197,0.3254
m003,m004,1.329133,0.3197,0.3192
m003,m009,1.341628,0.3197,0.3218
m003,m003,1.324178,0.3197,0.3204
m003,m003,1.333699,0.3197,0.3197
m003,m004,1.327372,0.3197,0.3224
m003,m004,1.337015,0.3197,0.3193
m003,m004,1.335084,0.3197,0.3201
m003,m003,1.3235,0.3197,0.3215
m003,m007,1.337742,0.3197,0.3233
m003,m007,1.316446,0.3197,0.3236
m003,m007,1.339704,0.3197,0.3212
m003,m006,1.331392,0.3197,0.3198
m003,m003,1.32749,0.3197,0.3204
m003,m006,1.341208,0.3197,0.3224
m003,m015,1.339964,0.3197,0.3208
m003,m007,1.333689,0.3197,0.3274
m003,m009,1.323701,0.3197,0.321
m003,m010,1.326599,0.3197,0.3199
m003,m009,1.316147,0.3197,0.327
m003,m011,1.321162,0.3197,0.3213
m003,m006,1.335755,0.3197,0.3206
m003,m007,1.338276,0.3197,0.3224
m003,m009,1.335479,0.3197,0.3237
m003,m016,1.341835,0.3197,0.3223
m003,m007,1.345352,0.3197,0.3259
m003,m006,1.32672,0.3197,0.3215
m003,m017,1.330323,0.3197,0.3198
m003,m006,1.334454,0.3197,0.3188
m003,m010,1.334132,0.3197,0.3193
m003,m011,1.328032,0.3197,0.3207
m003,m006,1.324428,0.3197,0.3213
m003,m006,1.331645,0.3197,0.3194
m003,m009,1.336355,0.3197,0.321
m003,m006,1.338624,0.3197,0.3226
m003,m006,1.325391,0.3197,0.321
m003,m017,1.332926,0.3197,0.3227
m003,m023,1.34321,0.3197,0.3228
m003,m007,1.336495,0.3197,0.3195
m003,m006,1.340204,0.3197,0.3206
m003,m036,1.322015,0.3197,0.3226
m003,m015,1.322404,0.3197,0.3215
m003,m016,1.333705,0.3197,0.3247
m003,m010,1.33236,0.3197,0.3201
m003,m019,1.344553,0.3197,0.3267
m003,m011,1.325055,0.3197,0.3204
m003,m010,1.320433,0.3197,0.323
m003,m007,1.333725,0.3197,0.3212
m003,m010,1.3345,0.3197,0.3204
m003,m016,1.323855,0.3197,0.3219
m003,m009,1.336359,0.3197,0.3218
m003,m009,1.322476,0.3197,0.322
m003,m007,1.320627,0.3197,0.3215
m003,m015,1.328591,0.3197,0.3223
m003,m010,1.338697,0.3197,0.3239
m003,m016,1.331264,0.3197,0.3223
m007,m003,1.346211,0.321,0.3201
m007,m003,1.336445,0.321,0.3197
m007,m003,1.346313,0.321,0.3194
m007,m004,1.351574,0.321,0.3254
m007,m004,1.338634,0.321,0.3192
m007,m009,1.351043,0.321,0.3218
m007,m003,1.33383,0.321,0.3204
m007,m003,1.343102,0.321,0.3197
m007,m004,1.336742,0.321,0.3224
m007,m004,1.346473,0.321,0.3193
m007,m004,1.344442,0.321,0.3201
m007,m003,1.333181,0.321,0.3215
m007,m007,1.347003,0.321,0.3233
m007,m007,1.326129,0.321,0.3236
m007,m007,1.349187,0.321,0.3212
m007,m006,1.340803,0.321,0.3198
m007,m003,1.337008,0.321,0.3204
m007,m006,1.350513,0.321,0.3224
m007,m015,1.349428,0.321,0.3208
m007,m007,1.342844,0.321,0.3274
m007,m009,1.333278,0.321,0.321
m007,m010,1.336236,0.321,0.3199
m007,m009,1.325883,0.321,0.327
m007,m011,1.330841,0.321,0.3213
m007,m006,1.345126,0.321,0.3206
m007,m007,1.34767,0.321,0.3224
m007,m009,1.344953,0.321,0.3237
m007,m016,1.351141,0.321,0.3223
m007,m007,1.354744,0.321,0.3259
m007,m006,1.336398,0.321,0.3215
m007,m017,1.339949,0.321,0.3198
m007,m006,1.343934,0.321,0.3188
m007,m010,1.343677,0.321,0.3193
m007,m011,1.337546,0.321,0.3207
m007,m006,1.333905,0.321,0.3213
m007,m006,1.341164,0.321,0.3194
m007,m009,1.345751,0.321,0.321
m007,m006,1.347914,0.321,0.3226
m007,m006,1.335038,0.321,0.321
m007,m017,1.342374,0.321,0.3227
m007,m023,1.352558,0.321,0.3228
m007,m007,1.345901,0.321,0.3195
m007,m006,1.349617,0.321,0.3206
m007,m036,1.331678,0.321,0.3226
m007,m015,1.33194,0.321,0.3215
m007,m016,1.343261,0.321,0.3247
m007,m010,1.341748,0.321,0.3201
m007,m019,1.354003,0.321,0.3267
m007,m011,1.334704,0.321,0.3204
m007,m010,1.330103,0.321,0.323
m007,m007,1.343125,0.321,0.3212
m007,m010,1.344037,0.321,0.3204
m007,m016,1.333484,0.321,0.3219
m007,m009,1.345766,0.321,0.3218
m007,m009,1.331994,0.321,0.322
m007,m007,1.330229,0.321,0.3215
m007,m015,1.337998,0.321,0.3223
m007,m010,1.348202,0.321,0.3239
m007,m016,1.340784,0.321,0.3223
m003,m003,1.349635,0.3194,0.3201
m003,m003,1.339772,0.3194,0.3197
m003,m007,1.346201,0.3194,0.321
m003,m004,1.355218,0.3194,0.3254
m003,m004,1.341983,0.3194,0.3192
m003,m009,1.354579,0.3194,0.3218
m003,m003,1.337079,0.3194,0.3204
m003,m003,1.346539,0.3194,0.3197
m003,m004,1.340106,0.3194,0.3224
m003,m004,1.349934,0.3194,0.3193
m003,m004,1.347915,0.3194,0.3201
m003,m003,1.336409,0.3194,0.3215
m003,m007,1.350539,0.3194,0.3233
m003,m007,1.329297,0.3194,0.3236
m003,m007,1.352665,0.3194,0.3212
m003,m006,1.344209,0.3194,0.3198
m003,m003,1.340325,0.3194,0.3204
m003,m006,1.354092,0.3194,0.3224
m003,m015,1.352921,0.3194,0.3208
m003,m007,1.346354,0.3194,0.3274
m003,m009,1.33654,0.3194,0.321
m003,m010,1.339513,0.3194,0.3199
m003,m009,1.329009,0.3194,0.327
m003,m011,1.334054,0.3194,0.3213
m003,m006,1.348597,0.3194,0.3206
m003,m007,1.351147,0.3194,0.3224
m003,m009,1.348341,0.3194,0.3237
m003,m016,1.354733,0.3194,0.3223
m003,m007,1.35833,0.3194,0.3259
m003,m006,1.339653,0.3194,0.3215
m003,m017,1.343266,0.3194,0.3198
m003,m006,1.347355,0.3194,0.3188
m003,m010,1.347066,0.3194,0.3193
m003,m011,1.340866,0.3194,0.3207
m003,m006,1.337207,0.3194,0.3213
m003,m006,1.34453,0.3194,0.3194
m003,m009,1.349213,0.3194,0.321
m003,m006,1.351453,0.3194,0.3226
m003,m006,1.338292,0.3194,0.321
m003,m017,1.345751,0.3194,0.3227
m003,m023,1.356148,0.3194,0.3228
m003,m007,1.349375,0.3194,0.3195
m003,m006,1.353138,0.3194,0.3206
m003,m036,1.33489,0.3194,0.3226
m003,m015,1.335203,0.3194,0.3215
m003,m016,1.346591,0.3194,0.3247
m003,m010,1.345173,0.3194,0.3201
m003,m019,1.357537,0.3194,0.3267
m003,m011,1.337961,0.3194,0.3204
m003,m010,1.333299,0.3194,0.323
m003,m007,1.346549,0.3194,0.3212
m003,m010,1.347423,0.3194,0.3204
m003,m016,1.336723,0.3194,0.3219
m003,m009,1.349214,0.3194,0.3218
m003,m009,1.33526,0.3194,0.322
m003,m007,1.333459,0.3194,0.3215
m003,m015,1.341354,0.3194,0.3223
m003,m010,1.351627,0.3194,0.3239
m003,m016,1.344118,0.3194,0.3223
m004,m003,1.351804,0.3254,0.3201
m004,m003,1.341717,0.3254,0.3197
m004,m007,1.348247,0.3254,0.321
m004,m003,1.352137,0.3254,0.3194
m004,m004,1.343985,0.3254,0.3192
m004,m009,1.357221,0.3254,0.3218
m004,m003,1.338584,0.3254,0.3204
m004,m003,1.348928,0.3254,0.3197
m004,m004,1.342328,0.3254,0.3224
m004,m004,1.352308,0.3254,0.3193
m004,m004,1.350473,0.3254,0.3201
m004,m003,1.337809,0.3254,0.3215
m004,m007,1.353403,0.3254,0.3233
m004,m007,1.330531,0.3254,0.3236
m004,m007,1.355043,0.3254,0.3212
m004,m006,1.346495,0.3254,0.3198
m004,m003,1.342205,0.3254,0.3204
m004,m006,1.357019,0.3254,0.3224
m004,m015,1.355373,0.3254,0.3208
m004,m007,1.349288,0.3254,0.3274
m004,m009,1.338185,0.3254,0.321
m004,m010,1.341117,0.3254,0.3199
m004,m009,1.330037,0.3254,0.327
m004,m011,1.335424,0.3254,0.3213
m004,m006,1.351125,0.3254,0.3206
m004,m007,1.353648,0.3254,0.3224
m004,m009,1.350462,0.3254,0.3237
m004,m016,1.357702,0.3254,0.3223
m004,m007,1.361135,0.3254,0.3259
m004,m006,1.341129,0.3254,0.3215
m004,m017,1.344994,0.3254,0.3198
m004,m006,1.349589,0.3254,0.3188
m004,m010,1.349113,0.3254,0.3193
m004,m011,1.342759,0.3254,0.3207
m004,m006,1.339103,0.3254,0.3213
m004,m006,1.34655,0.3254,0.3194
m004,m009,1.351675,0.3254,0.321
m004,m006,1.354287,0.3254,0.3226
m004,m006,1.339814,0.3254,0.321
m004,m017,1.347879,0.3254,0.3227
m004,m023,1.359046,0.3254,0.3228
m004,m007,1.351865,0.3254,0.3195
m004,m006,1.355747,0.3254,0.3206
m004,m036,1.336265,0.3254,0.3226
m004,m015,1.33691,0.3254,0.3215
m004,m016,1.348421,0.3254,0.3247
m004,m010,1.347551,0.3254,0.3201
m004,m019,1.360101,0.3254,0.3267
m004,m011,1.339491,0.3254,0.3204
m004,m010,1.334625,0.3254,0.323
m004,m007,1.348893,0.3254,0.3212
m004,m010,1.349466,0.3254,0.3204
m004,m016,1.338224,0.3254,0.3219
m004,m009,1.351615,0.3254,0.3218
m004,m009,1.336997,0.3254,0.322
m004,m007,1.334982,0.3254,0.3215
m004,m015,1.343499,0.3254,0.3223
m004,m010,1.353806,0.3254,0.3239
m004,m016,1.346027,0.3254,0.3223
m004,m003,1.339835,0.3192,0.3201
m004,m003,1.330079,0.3192,0.3197
m004,m007,1.336459,0.3192,0.321
m004,m003,1.339986,0.3192,0.3194
m004,m004,1.345444,0.3192,0.3254
m004,m009,1.344753,0.3192,0.3218
m004,m003,1.327351,0.3192,0.3204
m004,m003,1.336811,0.3192,0.3197
m004,m004,1.330467,0.3192,0.3224
m004,m004,1.340146,0.3192,0.3193
m004,m004,1.338185,0.3192,0.3201
m004,m003,1.32668,0.3192,0.3215
m004,m007,1.340819,0.3192,0.3233
m004,m007,1.319621,0.3192,0.3236
m004,m007,1.342845,0.3192,0.3212
m004,m006,1.334504,0.3192,0.3198
m004,m003,1.330627,0.3192,0.3204
m004,m006,1.344302,0.3192,0.3224
m004,m015,1.3431,0.3192,0.3208
m004,m007,1.33673,0.3192,0.3274
m004,m009,1.326852,0.3192,0.321
m004,m010,1.32977,0.3192,0.3199
m004,m009,1.319335,0.3192,0.327
m004,m011,1.32434,0.3192,0.3213
m004,m006,1.33886,0.3192,0.3206
m004,m007,1.34139,0.3192,0.3224
m004,m009,1.338611,0.3192,0.3237
m004,m016,1.34493,0.3192,0.3223
m004,m007,1.348475,0.3192,0.3259
m004,m006,1.329902,0.3192,0.3215
m004,m017,1.333494,0.3192,0.3198
m004,m006,1.337589,0.3192,0.3188
m004,m010,1.337284,0.3192,0.3193
m004,m011,1.331169,0.3192,0.3207
m004,m006,1.327551,0.3192,0.3213
m004,m006,1.334787,0.3192,0.3194
m004,m009,1.339468,0.3192,0.321
m004,m006,1.34171,0.3192,0.3226
m004,m006,1.328563,0.3192,0.321
m004,m017,1.336048,0.3192,0.3227
m004,m023,1.346318,0.3192,0.3228
m004,m007,1.339611,0.3192,0.3195
m004,m006,1.343327,0.3192,0.3206
m004,m036,1.325188,0.3192,0.3226
m004,m015,1.325542,0.3192,0.3215
m004,m016,1.336857,0.3192,0.3247
m004,m010,1.335466,0.3192,0.3201
m004,m019,1.34769,0.3192,0.3267
m004,m011,1.328228,0.3192,0.3204
m004,m010,1.323606,0.3192,0.323
m004,m007,1.336836,0.3192,0.3212
m004,m010,1.33765,0.3192,0.3204
m004,m016,1.32702,0.3192,0.3219
m004,m009,1.339474,0.3192,0.3218
m004,m009,1.325609,0.3192,0.322
m004,m007,1.323782,0.3192,0.3215
m004,m015,1.331698,0.3192,0.3223
m004,m010,1.341841,0.3192,0.3239
m004,m016,1.334405,0.3192,0.3223
m009,m003,1.355427,0.3218,0.3201
m009,m003,1.345486,0.3218,0.3197
m009,m007,1.351951,0.3218,0.321
m009,m003,1.355563,0.3218,0.3194
m009,m004,1.361049,0.3218,0.3254
m009,m004,1.347715,0.3218,0.3192
m009,m003,1.342795,0.3218,0.3204
m009,m003,1.352296,0.3218,0.3197
m009,m004,1.345799,0.3218,0.3224
m009,m004,1.355728,0.3218,0.3193
m009,m004,1.353682,0.3218,0.3201
m009,m003,1.34212,0.3218,0.3215
m009,m007,1.356314,0.3218,0.3233
m009,m007,1.33497,0.3218,0.3236
m009,m007,1.35848,0.3218,0.3212
m009,m006,1.349946,0.3218,0.3198
m009,m003,1.346039,0.3218,0.3204
m009,m006,1.359914,0.3218,0.3224
m009,m015,1.358741,0.3218,0.3208
m009,m007,1.352072,0.3218,0.3274
m009,m009,1.342237,0.3218,0.321
m009,m010,1.345244,0.3218,0.3199
m009,m009,1.334671,0.3218,0.327
m009,m011,1.339757,0.3218,0.3213
m009,m006,1.354365,0.3218,0.3206
m009,m007,1.356928,0.3218,0.3224
m009,m009,1.354086,0.3218,0.3237
m009,m016,1.360566,0.3218,0.3223
m009,m007,1.364189,0.3218,0.3259
m009,m006,1.345383,0.3218,0.3215
m009,m017,1.34902,0.3218,0.3198
m009,m006,1.353129,0.3218,0.3188
m009,m010,1.352841,0.3218,0.3193
m009,m011,1.346581,0.3218,0.3207
m009,m006,1.342895,0.3218,0.3213
m009,m006,1.350279,0.3218,0.3194
m009,m009,1.354984,0.3218,0.321
m009,m006,1.35724,0.3218,0.3226
m009,m006,1.34401,0.3218,0.321
m009,m017,1.351478,0.3218,0.3227
m009,m023,1.361995,0.3218,0.3228
m009,m007,1.35516,0.3218,0.3195
m009,m006,1.358958,0.3218,0.3206
m009,m036,1.340584,0.3218,0.3226
m009,m015,1.340887,0.3218,0.3215
m009,m016,1.352324,0.3218,0.3247
m009,m010,1.350916,0.3218,0.3201
m009,m019,1.36338,0.3218,0.3267
m009,m011,1.343681,0.3218,0.3204
m009,m010,1.338986,0.3218,0.323
m009,m007,1.352293,0.3218,0.3212
m009,m010,1.353192,0.3218,0.3204
m009,m016,1.342423,0.3218,0.3219
m009,m009,1.354979,0.3218,0.3218
m009,m009,1.340939,0.3218,0.322
m009,m007,1.339144,0.3218,0.3215
m009,m015,1.347054,0.3218,0.3223
m009,m010,1.35741,0.3218,0.3239
m009,m016,1.349842,0.3218,0.3223
m003,m003,1.336502,0.3204,0.3201
m003,m003,1.326882,0.3204,0.3197
m003,m007,1.333198,0.3204,0.321
m003,m003,1.336549,0.3204,0.3194
m003,m004,1.341525,0.3204,0.3254
m003,m004,1.329036,0.3204,0.3192
m003,m009,1.341165,0.3204,0.3218
m003,m003,1.33337,0.3204,0.3197
m003,m004,1.327129,0.3204,0.3224
m003,m004,1.336705,0.3204,0.3193
m003,m004,1.334653,0.3204,0.3201
m003,m003,1.323771,0.3204,0.3215
m003,m007,1.337125,0.3204,0.3233
m003,m007,1.316812,0.3204,0.3236
m003,m007,1.339399,0.3204,0.3212
m003,m006,1.331121,0.3204,0.3198
m003,m003,1.327463,0.3204,0.3204
m003,m006,1.340566,0.3204,0.3224
m003,m015,1.339614,0.3204,0.3208
m003,m007,1.333013,0.3204,0.3274
m003,m009,1.323816,0.3204,0.321
m003,m010,1.326748,0.3204,0.3199
m003,m009,1.316637,0.3204,0.327
m003,m011,1.32145,0.3204,0.3213
m003,m006,1.335344,0.3204,0.3206
m003,m007,1.337884,0.3204,0.3224
m003,m009,1.33531,0.3204,0.3237
m003,m016,1.341172,0.3204,0.3223
m003,m007,1.344799,0.3204,0.3259
m003,m006,1.326948,0.3204,0.3215
m003,m017,1.330401,0.3204,0.3198
m003,m006,1.334225,0.3204,0.3188
m003,m010,1.334019,0.3204,0.3193
m003,m011,1.327997,0.3204,0.3207
m003,m006,1.324386,0.3204,0.3213
m003,m006,1.331541,0.3204,0.3194
m003,m009,1.335985,0.3204,0.321
m003,m006,1.33803,0.3204,0.3226
m003,m006,1.325587,0.3204,0.321
m003,m017,1.332747,0.3204,0.3227
m003,m023,1.342594,0.3204,0.3228
m003,m007,1.336111,0.3204,0.3195
m003,m006,1.339758,0.3204,0.3206
m003,m036,1.322296,0.3204,0.3226
m003,m015,1.322478,0.3204,0.3215
m003,m016,1.333712,0.3204,0.3247
m003,m010,1.332034,0.3204,0.3201
m003,m019,1.344143,0.3204,0.3267
m003,m011,1.325247,0.3204,0.3204
m003,m010,1.320743,0.3204,0.323
m003,m007,1.333419,0.3204,0.3212
m003,m010,1.334387,0.3204,0.3204
m003,m016,1.324059,0.3204,0.3219
m003,m009,1.336024,0.3204,0.3218
m003,m009,1.322531,0.3204,0.322
m003,m007,1.320816,0.3204,0.3215
m003,m015,1.328397,0.3204,0.3223
m003,m010,1.338504,0.3204,0.3239
m003,m016,1.331221,0.3204,0.3223
m003,m003,1.344017,0.3197,0.3201
m003,m003,1.334157,0.3197,0.3197
m003,m007,1.340585,0.3197,0.321
m003,m003,1.344224,0.3197,0.3194
m003,m004,1.349962,0.3197,0.3254
m003,m004,1.336371,0.3197,0.3192
m003,m009,1.349089,0.3197,0.3218
m003,m003,1.331302,0.3197,0.3204
m003,m004,1.334615,0.3197,0.3224
m003,m004,1.344388,0.3197,0.3193
m003,m004,1.342466,0.3197,0.3201
m003,m003,1.330599,0.3197,0.3215
m003,m007,1.345192,0.3197,0.3233
m003,m007,1.323469,0.3197,0.3236
m003,m007,1.347098,0.3197,0.3212
m003,m006,1.338692,0.3197,0.3198
m003,m003,1.334687,0.3197,0.3204
m003,m006,1.348716,0.3197,0.3224
m003,m015,1.347376,0.3197,0.3208
m003,m007,1.341096,0.3197,0.3274
m003,m009,1.330834,0.3197,0.321
m003,m010,1.333757,0.3197,0.3199
m003,m009,1.323119,0.3197,0.327
m003,m011,1.328244,0.3197,0.3213
m003,m006,1.343134,0.3197,0.3206
m003,m007,1.345662,0.3197,0.3224
m003,m009,1.342756,0.3197,0.3237
m003,m016,1.349362,0.3197,0.3223
m003,m007,1.35287,0.3197,0.3259
m003,m006,1.333851,0.3197,0.3215
m003,m017,1.337529,0.3197,0.3198
m003,m006,1.34178,0.3197,0.3188
m003,m010,1.341422,0.3197,0.3193
m003,m011,1.335232,0.3197,0.3207
m003,m006,1.331602,0.3197,0.3213
m003,m006,1.338905,0.3197,0.3194
m003,m009,1.343724,0.3197,0.321
m003,m006,1.346081,0.3197,0.3226
m003,m006,1.33252,0.3197,0.321
m003,m017,1.340187,0.3197,0.3227
m003,m023,1.350735,0.3197,0.3228
m003,m007,1.343882,0.3197,0.3195
m003,m006,1.347649,0.3197,0.3206
m003,m036,1.329091,0.3197,0.3226
m003,m015,1.329535,0.3197,0.3215
m003,m016,1.340912,0.3197,0.3247
m003,m010,1.339684,0.3197,0.3201
m003,m019,1.352007,0.3197,0.3267
m003,m011,1.332189,0.3197,0.3204
m003,m010,1.32749,0.3197,0.323
m003,m007,1.341045,0.3197,0.3212
m003,m010,1.341784,0.3197,0.3204
m003,m016,1.330962,0.3197,0.3219
m003,m009,1.343709,0.3197,0.3218
m003,m009,1.329608,0.3197,0.322
m003,m007,1.327722,0.3197,0.3215
m003,m015,1.335827,0.3197,0.3223
m003,m010,1.346021,0.3197,0.3239
m003,m016,1.338479,0.3197,0.3223
m004,m003,1.334713,0.3224,0.3201
m004,m003,1.324915,0.3224,0.3197
m004,m007,1.331311,0.3224,0.321
m004,m003,1.334981,0.3224,0.3194
m004,m004,1.340938,0.3224,0.3254
m004,m004,1.327117,0.3224,0.3192
m004,m009,1.339866,0.3224,0.3218
m004,m003,1.321924,0.3224,0.3204
m004,m003,1.33186,0.3224,0.3197
m004,m004,1.335144,0.3224,0.3193
m004,m004,1.333324,0.3224,0.3201
m004,m003,1.321196,0.3224,0.3215
m004,m007,1.336129,0.3224,0.3233
m004,m007,1.314085,0.3224,0.3236
m004,m007,1.33782,0.3224,0.3212
m004,m006,1.329514,0.3224,0.3198
m004,m003,1.325424,0.3224,0.3204
m004,m006,1.339596,0.3224,0.3224
m004,m015,1.338114,0.3224,0.3208
m004,m007,1.332148,0.3224,0.3274
m004,m009,1.321529,0.3224,0.321
m004,m010,1.324385,0.3224,0.3199
m004,m009,1.313688,0.3224,0.327
m004,m011,1.318849,0.3224,0.3213
m004,m006,1.333978,0.3224,0.3206
m004,m007,1.336475,0.3224,0.3224
m004,m009,1.333509,0.3224,0.3237
m004,m016,1.340238,0.3224,0.3223
m004,m007,1.343652,0.3224,0.3259
m004,m006,1.324441,0.3224,0.3215
m004,m017,1.328154,0.3224,0.3198
m004,m006,1.332527,0.3224,0.3188
m004,m010,1.332109,0.3224,0.3193
m004,m011,1.325971,0.3224,0.3207
m004,m006,1.322387,0.3224,0.3213
m004,m006,1.329626,0.3224,0.3194
m004,m009,1.334542,0.3224,0.321
m004,m006,1.336988,0.3224,0.3226
m004,m006,1.323144,0.3224,0.321
m004,m017,1.330972,0.3224,0.3227
m004,m023,1.341566,0.3224,0.3228
m004,m007,1.334688,0.3224,0.3195
m004,m006,1.338433,0.3224,0.3206
m004,m036,1.31971,0.3224,0.3226
m004,m015,1.320271,0.3224,0.3215
m004,m016,1.331596,0.3224,0.3247
m004,m010,1.330525,0.3224,0.3201
m004,m019,1.342741,0.3224,0.3267
m004,m011,1.322811,0.3224,0.3204
m004,m010,1.318107,0.3224,0.323
m004,m007,1.331871,0.3224,0.3212
m004,m010,1.332478,0.3224,0.3204
m004,m016,1.321608,0.3224,0.3219
m004,m009,1.334518,0.3224,0.3218
m004,m009,1.320361,0.3224,0.322
m004,m007,1.318402,0.3224,0.3215
m004,m015,1.326666,0.3224,0.3223
m004,m010,1.336731,0.3224,0.3239
m004,m016,1.329203,0.3224,0.3223
m004,m003,1.349853,0.3193,0.3201
m004,m003,1.339987,0.3193,0.3197
m004,m007,1.346418,0.3193,0.321
m004,m003,1.349988,0.3193,0.3194
m004,m004,1.355433,0.3193,0.3254
m004,m004,1.342199,0.3193,0.3192
m004,m009,1.354796,0.3193,0.3218
m004,m003,1.337297,0.3193,0.3204
m004,m003,1.346754,0.3193,0.3197
m004,m004,1.340319,0.3193,0.3224
m004,m004,1.34813,0.3193,0.3201
m004,m003,1.336626,0.3193,0.3215
m004,m007,1.350753,0.3193,0.3233
m004,m007,1.329514,0.3193,0.3236
m004,m007,1.352883,0.3193,0.3212
m004,m006,1.344424,0.3193,0.3198
m004,m003,1.340541,0.3193,0.3204
m004,m006,1.354307,0.3193,0.3224
m004,m015,1.353139,0.3193,0.3208
m004,m007,1.346565,0.3193,0.3274
m004,m009,1.336756,0.3193,0.321
m004,m010,1.339731,0.3193,0.3199
m004,m009,1.329227,0.3193,0.327
m004,m011,1.334272,0.3193,0.3213
m004,m006,1.348812,0.3193,0.3206
m004,m007,1.351363,0.3193,0.3224
m004,m009,1.348558,0.3193,0.3237
m004,m016,1.354949,0.3193,0.3223
m004,m007,1.358548,0.3193,0.3259
m004,m006,1.339872,0.3193,0.3215
m004,m017,1.343484,0.3193,0.3198
m004,m006,1.347572,0.3193,0.3188
m004,m010,1.347284,0.3193,0.3193
m004,m011,1.341082,0.3193,0.3207
m004,m006,1.337421,0.3193,0.3213
m004,m006,1.344747,0.3193,0.3194
m004,m009,1.349429,0.3193,0.321
m004,m006,1.351667,0.3193,0.3226
m004,m006,1.33851,0.3193,0.321
