words,fitness,U00,U01,U02,U10,U11,U12,U20,U21,U22
bb BB aBa,1.1057404180997632,0.7127382531832043,1.8548734373720274e-09,0.7014300980492315,8.449422826274466e-10,1.0,1.7858525807422533e-09,0.7014300980492315,6.801775006916395e-10,0.7127382531832043
AA aab aaB,1.105765341954636,0.7127241228757399,3.7465650523389234e-07,0.7014444558700758,2.067940183646273e-07,0.9999999999999262,3.240020189440085e-07,0.7014444558701454,8.58695370728749e-08,0.7127241228757648
AA aaa aaB,1.1057654749720152,0.7127241228757553,1.852248964764737e-09,0.7014444558701604,8.449252983487307e-10,1.0,1.7821087787384128e-09,0.7014444558701604,6.774837500443604e-10,0.7127241228757553
aa BB aaa,1.1156809949514073,0.7071067811809024,2.825439174804458e-06,0.7071067811865475,3.99577440066839e-06,0.999999999992017,3.195431793516848e-19,0.7071067811809026,2.825439174804006e-06,0.7071067811865475
aa AA aaa,1.1156824745309475,0.7071067811865472,5.927435814432376e-10,0.7071067811865475,8.382660118866278e-10,1.0,1.550963648536927e-25,0.7071067811865475,5.927435814432375e-10,0.7071067811865475
aaa aab aBa,1.2988690349396979,0.7939106782148795,0.5676161118446831,0.21798574400798476,0.5177965085070886,0.44321212138587274,0.7317443482764338,0.3187359577993343,0.6938119089717029,0.6457804767680597
aa aab aBa,1.2988690349397078,0.7939106782148744,0.5676161118446887,0.21798574400798823,0.517796508507093,0.44321212138586497,0.7317443482764354,0.31873595779933944,0.6938119089717033,0.6457804767680567
AA aaB baa,1.3556918994490093,0.7120958582515697,0.47400292268627003,0.5179196056781731,0.7008261342456921,0.4357954645798713,0.5647344885960599,0.04197878296472529,0.7651166854385598,0.6425217812995233
aa aaa aba,1.6601634441949342,0.7070877393352597,0.2645777249646046,0.6557633386628947,0.7070877393352595,0.27417372116497163,0.6518095576963447,0.007338784879287306,0.924568763302712,0.3809445421073639
aa aaa aab,1.898031683139028,0.6421112659480648,0.2987663406457721,0.7059970225430899,0.6421112659480647,0.29349002775295663,0.7082066970540045,0.41879140903933004,0.9080761406989523,0.0033879799511439546
aa aaa aBa,1.9359345114655138,0.6802275910275877,0.2022669325525097,0.704541348964419,0.6802275910275879,0.18391512246128722,0.7095531355260536,0.2730949446797017,0.9619060846703529,0.01248340756934807
aa aaa aaB,2.039472867784314,0.7071067811865472,2.5930625743147807e-09,0.7071067811865474,0.7071067811865475,1.074081686363274e-09,0.7071067811865475,2.593062574314781e-09,0.9999999999999999,1.074081464318669e-09
